id,title,year,rating,category,cast,director,summary,poster,created_at,updated_at
57,Pocahontas II: Journey to a New World,1998,3,Children & Family Movies,"Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Russell Means, David Ogden Stiers, Jean Stapleton, Judy Kuhn, Billy Zane","Tom Ellery, Bradley Raymond","When a rumor about John Smith's death reaches Indian princess Pocahontas, she sails to Europe to negotiate peace between her people and the British. But her nemesis, Ratcliffe, aims to control King James and keep Pocahontas away from her true love.",http://netflixroulette.net/api/posters/60001197.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
58,The Scorpion King 3: Battle for Redemption,2012,3,Action & Adventure,"Victor Webster, Bostin Christopher, Temuera Morrison, Krystal Vee, Selina Lo, Kevin 'Kimbo Slice' Ferguson, Dave Bautista, Billy Zane, Ron Perlman, Brandon Cohen",Roel Reiné,"The Mummy franchise expands with this prequel-sequel that follows fallen king Mathayus into his new life as a deadly assassin. No longer in charge of his own kingdom, he must now protect another land from an evil invader's army of ""ghost warriors.""",http://netflixroulette.net/api/posters/70221031.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
59,Attack on Darfur,2009,3,Action & Adventure,"Edward Furlong, Kristanna Loken, Billy Zane, Matt Frewer, David O'Hara, Noah Danby, Hakeem Kae-Kazim, Sammy Sheik, Az Abrahams, Ezra Mabengeza",Uwe Boll,"Director Uwe Boll (House of the Dead, Postal) takes a step back from video game-based filmmaking to tackle a complex and serious subject, which is no less than the global response to the current crisis in Darfur. Edward Furlong, Billy Zane and Kristanna Loken topline the cast in this drama about journalists wrestling with their obligation to the story and to the lives of the subjects with whom they are in daily contact.",http://netflixroulette.net/api/posters/70122341.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
60,The Deep End,2010,3,TV Shows,"Matt Long, Norbert Leo Butz, Ben Lawson, Tina Majorino, Clancy Brown, Billy Zane, Mehcad Brooks, Leah Pipes, Nicole Ari Parker","","This short-lived legal drama follows five first-year associates (Matt Long, Ben Lawson, Tina Majorino, Mehcad Brooks and Leah Pipes) who are working at one of Los Angeles's most prestigious law firms, a sink-or-swim shark tank where the managing partner in charge (Billy Zane) is known simply as ""The Prince of Darkness."" But things begin looking up when the firm's other managing partner (Clancy Brown) returns to the office to take control.",http://netflixroulette.net/api/posters/70171936.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
61,Tombstone,1993,4,Action & Adventure,"Kurt Russell, Val Kilmer, Bill Paxton, Michael Biehn, Dana Delany, Sam Elliott, Powers Boothe, Stephen Lang, Jason Priestley, Billy Zane, Joanna Pacula, Charlton Heston, Michael Rooker, Robert John Burke, Jon Tenney, Thomas Haden Church, John Corbett",George P. Cosmatos,Legendary marshal Wyatt Earp joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone.,http://netflixroulette.net/api/posters/60022287.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
62,Failure to Launch,2006,3,Comedies,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha, Bradley Cooper, Terry Bradshaw, Kathy Bates, Tyrel Jackson Williams, Katheryn Winnick",Tom Dey,"In a desperate attempt to push their thirtysomething son Tripp out of the nest, a frustrated mother and father hire a beautiful ""relationship consultant"" with a patented plan to move him out of the house.",http://netflixroulette.net/api/posters/70044867.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
63,Chéri,2009,3,Comedies,"Michelle Pfeiffer, Rupert Friend, Kathy Bates, Frances Tomelty, Tom Burke, Hubert Tellegen, Joe Sheridan, Toby Kebbell, Felicity Jones, Anita Pallenberg",Stephen Frears,"When French courtesan Madame Peloux (Kathy Bates) sets her pampered son, Ch&#233;ri (Rupert Friend), up with middle-aged fellow courtesan Lea de Lonval (Michelle Pfeiffer), she wants to ensure that he learns everything he needs to know about lovemaking from the very best. But the affair lasts for years, creating problems when it's time for Ch&#233;ri to marry a wealthy woman. Stephen Frears directs this romantic drama, based on a novel by Colette.",http://netflixroulette.net/api/posters/70095131.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
64,Charlotte's Web,2006,3,Children & Family Movies,"Dakota Fanning, Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey, Cedric the Entertainer, Kathy Bates, Reba McEntire, Robert Redford, Thomas Haden Church",Gary Winick,"Hollywood A-listers give voice to E.B. White's beloved barnyard characters in this retelling of the classic children's tale. When Wilbur the pig discovers he's destined for the dinner table, kindly spider Charlotte hatches a plan to keep him around.",http://netflixroulette.net/api/posters/70041962.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
65,Signs of Life,1989,3,Dramas,"Beau Bridges, Vincent D'Onofrio, Arthur Kennedy, Kevin J. O'Connor, Will Patton, Kate Reid, Georgia Engel, Kathy Bates, Mary-Louise Parker, Michael Lewis",John David Coles,"When aging New England shipbuilder Owen Coughlin decides to shut down his business and retire in the face of mounting competition, his actions affect his employees' lives in surprisingly unexpected ways.",http://netflixroulette.net/api/posters/70132581.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
66,Curse of the Starving Class,1994,2,Dramas,"James Woods, Kathy Bates, Randy Quaid, Henry Thomas, Kristin Fiorella, Louis Gossett Jr., Jim Fitzpatrick, Joel Anderson",J. Michael McClary,"Based on Sam Shepard's Obie-winning play, this gritty drama follows the Tate family, whose patriarch, Weston, is an alcoholic Vietnam vet unable to mend his self-destructive ways long enough to ensure the future of his struggling family farm.",http://netflixroulette.net/api/posters/70160297.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
67,Homeless,1989,3,Dramas,"Christine Lahti, Jeff Daniels, Kyndra Joy Casper, Lantz Landry, Kathy Bates, CCH Pounder, Scott Marlowe, Anne Pitoniak",Lee Grant,"After their apartment burns down, Mike and Zan Cooper (Jeff Daniels and Christine Lahti) move with their two children into the home of Mike's brother, but tension between the families forces them to move on again, and a downward spiral of bad luck soon finds them homeless. While Mike desperately seeks work as an electrician, Zan takes a low-paying job as a waitress, and their son's entanglement with a drug dealer adds to their heavy burdens.",http://netflixroulette.net/api/posters/70160328.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
68,Little Black Book,2004,3,Comedies,"Brittany Murphy, Holly Hunter, Kathy Bates, Ron Livingston, Julianne Nicholson, Stephen Tobolowsky, Kevin Sussman, Rashida Jones, Josie Maran, Jason Antoon",Nick Hurran,"Determined to learn about her boyfriend's past relationships, talk show producer Stacy gets the names of his ex-lovers and interviews them, supposedly for an upcoming show. But her plan begins to unravel when she befriends one of the women.",http://netflixroulette.net/api/posters/70001556.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
69,A Little Bit of Heaven,2011,3,Dramas,"Kate Hudson, Gael García Bernal, Kathy Bates, Lucy Punch, Romany Malco, Rosemarie DeWitt, Whoopi Goldberg, Treat Williams, Steven Weber, Peter Dinklage",Nicole Kassell,"Marley Corbett has always preferred to keep her romances relaxed and fun with no risk of commitment. But after she learns she has terminal cancer and becomes Dr. Julian Goldstein's patient, they both discover that love can change everything.",http://netflixroulette.net/api/posters/70136071.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
70,Shadows and Fog,1992,3,Independent Movies,"Michael Kirby, Woody Allen, David Ogden Stiers, James Rebhorn, Victor Argo, Daniel von Bargen, Camille Saviola, Tim Loomis, Katy Dierlam, Mia Farrow, John Malkovich, Madonna, Donald Pleasence, Lily Tomlin, Jodie Foster, Kathy Bates, Fred Gwynne, William H.",Woody Allen,"Writer-director Woody Allen stars as Max Kleinman, a nebbish bookkeeper recruited by a crazed band of vigilantes to help nab a serial killer.",http://netflixroulette.net/api/posters/60020658.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
71,Fried Green Tomatoes,1991,3,Dramas,"Jessica Tandy, Kathy Bates, Mary Stuart Masterson, Mary-Louise Parker, Cicely Tyson",Jon Avnet,"Flashbacks reveal the remarkable story of soul mates Idgie and Ruth, whose antics cause an uproar in their rural Southern town in the 1920s.",http://netflixroulette.net/api/posters/525209.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
72,Plush,2013,3,Independent Movies,"Emily Browning, Xavier Samuel, Cam Gigandet, Dawn Olivieri, Thomas Dekker, Frances Fisher, Elizabeth Peña, Brandon Jay McLaren",Catherine Hardwicke,"After the devastating loss of her brother and songwriting partner, Hayley begins losing her appreciation of life, including her children and husband. Another musician, Enzo, revives her creative spark but also falls in love with her.",http://netflixroulette.net/api/posters/70291350.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
73,The Host,2013,3,Romantic Movies,"Saoirse Ronan, Diane Kruger, William Hurt, Frances Fisher, Jake Abel, Max Irons, Boyd Holbrook, Marcus Lyle Brown, Bokeem Woodbine, Chandler Canterbury",Andrew Niccol,"When an alien race implants a parasite soul named Wanderer into Melanie Stryder's body, she resists the takeover. Soon, Melanie and Wanderer become reluctant allies as they go on a quest to track down the men they love in this sci-fi thriller.",http://netflixroulette.net/api/posters/70243448.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
74,Any Day Now,2012,3,Dramas,"Alan Cumming, Garret Dillahunt, Isaac Leyva, Frances Fisher, Gregg Henry, Jamie Anne Allman, Chris Mulkey, Don Franklin, Kelli Williams, Mindy Sterling",Travis Fine,"Rudy and Paul take in their neighbor's teenage son Marco, who has Down syndrome, when his neglectful mother throws him out of her apartment. Their attempt to legally adopt Marco sparks a court battle over gay rights in this powerful true story.",http://netflixroulette.net/api/posters/70239458.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
75,Beverly Hills Chihuahua 3: Viva La Fiesta!,2012,3,Children & Family Movies,"Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher, George Lopez, Odette Annable, Ernie Hudson, Kay Panabaker, Logan Grove, Emily Osment",Lev L. Spiro,"Join Papi and his two- and four-legged family as they move into a posh Beverly Hills hotel, complete with a luxurious doggy spa. But there's trouble in paradise when Rosa, the littlest member of the pack, feels smaller and less special than ever.",http://netflixroulette.net/api/posters/70244539.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
76,Janie Jones,2010,3,Dramas,"Abigail Breslin, Alessandro Nivola, Elisabeth Shue, Peter Stormare, Joel David Moore, Frances Fisher, Brittany Snow, Frank Whaley, Rodney Eastman, David Lee Smith",David M. Rosenthal,"Has-been rock star Ethan Brand is attempting a comeback when a former groupie tells him he has a 13-year-old daughter, Janie, and leaves her in his care. Janie must then convince the hedonistic Ethan to reform and accept his responsibilities.",http://netflixroulette.net/api/posters/70140874.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
77,Blue Car,2002,3,Independent Movies,"David Strathairn, Agnes Bruckner, Margaret Colin, Frances Fisher, A.J. Buckley, Regan Arnold, Sarah Beuhler, Dustin Sterling, Michael Joseph Thomas Ward, Wayne Armstrong",Karen Moncrieff,"A troubled teenager gets writing help -- and much-needed attention -- from her English teacher, but she doesn't stop to think what he wants from her.",http://netflixroulette.net/api/posters/60025009.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
78,The Invisible Man: Special Edition,1933,3,Classic Movies,"Claude Rains, Gloria Stuart, William Harrigan, Henry Travers, Una O'Connor",James Whale,"Scientist Jack Griffin (Claude Rains) terrorizes the British village of Ipping in this classic horror film. After a drug experiment gone awry, Griffin becomes invisible and must hide out in the local inn, his face completely bandaged. By the time Griffin confides in friends Dr. Kemp (William Harrigan) and Flora (Gloria Stuart), it's too late -- the drug has turned him into a homicidal maniac who must be hunted down.",http://netflixroulette.net/api/posters/70000799.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
79,Vertical Limit,2000,3,Action & Adventure,"Chris O'Donnell, Bill Paxton, Robin Tunney, Scott Glenn, Izabella Scorupco, Temuera Morrison, Stuart Wilson, Nicholas Lea, Alexander Siddig",Martin Campbell,"Trapped near the summit of K2, the world's second-highest mountain, Annie radios to base camp for help. Her brother Peter assembles a team to save her and her group, but the rescuers face terrifying conditions on their mission.",http://netflixroulette.net/api/posters/60001132.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
80,Brain Dead,1990,2,Horror Movies,"Bill Pullman, Bill Paxton, Nicholas Pryor, Patricia Charbonneau, George Kennedy, Brian Brophy, David Sinaiko, Lee Arenberg, Bud Cort",Adam Simon,"Persuaded by a devious corporate henchman to operate on a schizophrenic mathematician, a brain surgeon begins experiencing firsthand his patient's paranoid confusion. Despite his best efforts, the doctor soon finds himself descending into insanity.",http://netflixroulette.net/api/posters/60002494.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
81,Hatfields & McCoys,2012,4,TV Shows,"Kevin Costner, Bill Paxton, Matt Barr, Tom Berenger, Powers Boothe, Andrew Howard, Jena Malone, Sarah Parish, Lindsay Pulsipher, Mare Winningham","","Close friends Devil Anse Hatfield and Randall McCoy return to their neighboring homes after the Civil War -- Hatfield in West Virginia, McCoy across the river in Kentucky -- to building tensions and resentments that soon explode into warfare.",http://netflixroulette.net/api/posters/70269388.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
82,The Colony,2013,2,Sci-Fi & Fantasy,"Laurence Fishburne, Bill Paxton, Kevin Zegers, Romano Orzari, Charlotte Sullivan, John Tench, Dru Viergever, Lisa Berry, Atticus Dean Mitchell",Jeff Renfroe,"After losing contact with the only other known settlement in an icy postapocalyptic landscape, an outpost of colonists discovers a sinister threat.",http://netflixroulette.net/api/posters/70276021.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
83,A Simple Plan,1998,3,Thrillers,"Bill Paxton, Bridget Fonda, Billy Bob Thornton, Brent Briscoe, Jack Walsh, Chelcie Ross, Becky Ann Baker, Gary Cole, Robert Davis, Peter Syvertsen",Sam Raimi,"When two brothers discover a dead body and millions of dollars in a downed plane, they plot to split the loot -- until things go murderously awry.",http://netflixroulette.net/api/posters/17236953.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
84,The Evening Star,1996,3,Romantic Movies,"Shirley MacLaine, Bill Paxton, Juliette Lewis, Miranda Richardson, Ben Johnson, Scott Wolf, George Newbern, Marion Ross, Mackenzie Astin, Donald Moffat, Jennifer Grant, China Kantner, Jack Nicholson, Shawn Taylor Thompson, Jake Langerud",Robert Harling,"Thirteen years after Aurora lost her only child to cancer, her grandson is now in jail, so she sets her sights on her rebellious granddaughter.",http://netflixroulette.net/api/posters/60004504.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
85,The Ghost and the Darkness,1996,3,Action & Adventure,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani, Bernard Hill, Brian McCardie, Emily Mortimer, Om Puri",Stephen Hopkins,"While working for a railroad baron in colonial Uganda, engineer John Patterson finds his construction efforts stymied by a series of lion attacks. Grizzled hunter Charles Remington is called in to head the desperate effort to kill the animals.",http://netflixroulette.net/api/posters/540289.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
86,ParaNorman,2012,3,Children & Family Movies,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland","Chris Butler, Sam Fell","When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day. But judgmental adults prove to be even more formidable adversaries.",http://netflixroulette.net/api/posters/70217914.jpg,2016-04-29 16:22:14 UTC,2016-04-29 16:22:14 UTC
